unit,CSP_1,CSP_2,CSP_3,CSP_4,label
,-2.3835942213262022,-0.7236624620219431,-1.1105722589269886,-2.3704545335958067,PATROL
,-2.5061584952261,-0.6922422433330748,-1.307472103267639,-1.914175960287982,PATROL
,-2.303286254541375,-0.7651161846423592,-1.2833281832199355,-1.8472082748837735,PATROL
,-2.3511732403642953,-0.6619089588121366,-1.2214820406661877,-2.3635663484913185,PATROL
,-2.834962080098586,-0.7473887985672124,-0.9565945384985904,-2.4831649308135755,PATROL
,-2.86052557376628,-0.8182774088483605,-0.9757305844228918,-2.082217748323719,PATROL
,-3.6354972790554174,-0.8692114192312888,-1.0664887231645095,-1.5600189288368977,FAULT
,-3.8898592882813086,-0.7220979927017809,-1.1220332341009742,-1.7825861468599786,FAULT
,-3.855878379701199,-0.9422961332469458,-0.8966396944495739,-1.7082924147206937,FAULT
,-4.0668894394098345,-1.1349646230673178,-0.8430059355884884,-1.4652460651343013,FAULT
,-3.8871629848068467,-1.093437477045308,-0.9215210966343498,-1.4003100817504168,FAULT
,-3.581470782769117,-0.9255745172362309,-0.9506058771618294,-1.6641326511263828,FAULT
,-3.850451589598866,-0.9297464448979628,-1.260655359751217,-1.2019484714271782,FAULT
,-3.6408045437870715,-0.966438588465203,-1.3296669938498678,-1.1124032347963264,FAULT
,-3.8243689026010608,-1.0941040866195466,-0.8141957835653383,-1.6077748838023755,FAULT
,-3.8320026204334408,-0.8370187438667447,-1.1188475148642694,-1.5201536268999931,FAULT
,-3.7515467797836988,-0.7500774461557904,-1.2070350401595584,-1.58422886146373,FAULT
,-3.99267711518049,-0.7990677017836462,-1.4065902085961863,-1.2488847633460491,FAULT
,-3.6810500022587225,-0.7638286751493811,-1.685094348912284,-1.128564660801624,FAULT
,-3.5174260630819845,-0.846604615075188,-1.1373642166874522,-1.5105317716345397,FAULT
,-4.017502143749586,-0.833701719619273,-1.1991148203602087,-1.402004903206734,FAULT
,-3.4919099077191156,-0.9683478635364744,-1.3896765249054135,-1.0767776505253204,FAULT
,-3.6622305713888506,-0.7970730089527697,-1.4200598429339657,-1.2659219822270182,FAULT
,-3.6710626712225305,-0.954449219962705,-0.9880375084184693,-1.5268454618839409,FAULT
,-3.5324935532776878,-1.2380365072382664,-0.7504108785448446,-1.5671326383804964,FAULT
,-3.757346084625744,-1.1086054013839732,-0.9278476708406288,-1.3813797936755898,FAULT
,-3.5134048509112508,-1.1858943299581544,-1.1670453010261193,-1.0400231347651718,FAULT
,-3.4304180282307857,-0.8899981419795665,-1.0081850171871445,-1.6497941390022397,FAULT
,-4.054117602424141,-0.9114847230170969,-1.058374078123542,-1.4537058814082084,FAULT
,-4.140685087990666,-1.119481643895168,-0.8346000440578492,-1.497936614925034,FAULT
